,Unnamed: 0,tokens,full_name,dof,year,month,date,hour,sentiment,text,h_score,label,emoji
1107,1107,"['can', 'you', 'guess', 'what', 'are', 'making', 'marian', 'queensland', 'australia']","Marian, Queensland",3,2022,2,10,0,0.0,"Can you guess what we are making? 🥰

#customorder #comingsoon #prototype #testingphase #watchthisspace #futurecollab #whipstitchwingcreations @ Marian, Queensland, Australia https://t.co/6GHHGqe8gr",5.539999999999999,achievement,💯
1110,1110,"['email', 'jacques', 'ecu', 'edu']","Perth, Western Australia",3,2022,2,10,2,0.0,Email: c.jacques@ecu.edu.au,5.62,achievement,💯
1112,1112,"['not', 'sure', 'about', 'that', 'screengrab']","Sydney, New South Wales",3,2022,2,10,5,0.3333333333333333,@hinds_stuart 🙈 Not sure about that screengrab 😂,5.52,achievement,💯
1113,1113,"['the', 'more', 'hear', 'anything', 'the', 'more', 'and', 'more', 'think', 'she', 'just', 'horrible', 'human', 'not', 'fan', 'but', 'this', 'woman', 'used', 'her', 'position', 'just', 'conniving', 'disrespectful', 'biatch', 'need', 'better', 'women', 'stand', 'than', 'her', 'she', 'not', 'role', 'model']","Melbourne, Victoria",3,2022,2,10,0,0.0357142857142857,"The more I hear anything on @TamePunk the more and more I think she is just a horrible human. I am not a fan on Scomo – but this woman used her position to just be a conniving disrespectful biatch. 
We need better women to stand up than her. She is not a role model.
#GraceTame",5.694117647058824,achievement,💯
1118,1118,"['just', 'posted', 'photo', 'bluntcollections']","Gold Coast, Queensland",3,2022,2,10,0,0.0,Just posted a photo @ bluntcollections https://t.co/t1F5OGffDd,5.653333333333333,achievement,💯
1123,1123,"['not', 'thing']","Melbourne, Victoria",3,2022,2,10,1,0.0,@trooroo1 Not a thing,5.92,achievement,💯
1126,1126,"['hasta', 'ett', 'bell', 'oldu', 'victoria', 'eyaletinin', 'ubat', 'per', 'embe', 'vaka', 'durumu', 'kland']","Melbourne, Victoria",3,2022,2,10,0,0.0,"BİZİ KİM HASTA ETTİ BELLİ OLDU 
Victoria eyaletinin 10 Şubat Perşembe vaka durumu açıklandı.
#auspoI #COVID19Vic #COVID19 #COVID19nsw  #springst #OmicronVirus #OmicronVarient #Delta #Vaccination #Vaccine #Health 
https://t.co/duQWWl1JwP",5.575999999999999,achievement,💯
1129,1129,"['wasn', 'aware', 'difference']","Sydney, New South Wales",3,2022,2,10,0,0.0,@inquisitiveGyn I wasn't aware of a difference,5.92,achievement,💯
1131,1131,"['looks', 'like', 'cross', 'between', 'lol']","Sydney, New South Wales",3,2022,2,10,0,0.3125,Kirby looks like a cross between a Nintendo game and Fallout. LOL https://t.co/5wsjGk37wx,5.92,achievement,💯
1132,1132,"['finding', 'peace']","Sydney, New South Wales",3,2022,2,10,0,0.4,"finding peace  💫 @ Sydney, Australia https://t.co/wN2iG5Up7o",5.92,achievement,💯
1133,1133,"['thanks', 'being', 'positive', 'and', 'optimistic', 'general', 'state', 'that', 'not', 'say', 'don', 'have', 'share', 'bad', 'days', 'especially', 'now']","Melbourne, Victoria",3,2022,2,10,0,0.1481481481481481,"@Dd26329229D Thanks Donna. Being positive and optimistic is my general state, that’s not to say I don’t have my share of bad days - especially now. 💖🙏🏻",5.488000000000001,achievement,💯
1136,1136,"['many', 'you', 'still', 'remember', 'batik', 'lingerie', 'venture', 'well', 'have', 'pivoted', 'this', 'doodles', 'the', 'undies']","Sydney, New South Wales",3,2022,2,10,0,0.0,"Many of you still remember my Batik lingerie venture, well I have pivoted to this - my doodles on the undies 🩲 #underwear #sydney #australia @ Sydney, Australia https://t.co/21ObVG0T9J",5.580000000000001,achievement,💯
1137,1137,"['just', 'posted', 'photo', 'melbourne', 'victoria', 'australia']","Melbourne, Victoria",3,2022,2,10,0,0.0,"Just posted a photo @ Melbourne, Victoria, Australia https://t.co/vgtD4DCP0b",5.72,achievement,💯
1138,1138,"['precious', 'memories', 'precious', 'gigs']","Bridgetown, Western Australia",3,2022,2,10,0,0.0,Ah precious memories of precious gigs! https://t.co/7yLegky0NM,5.786666666666666,achievement,💯
1142,1142,"['started', 'because', 'enjoyed', 'bridgerton', 'much', 'and', 'let', 'tell', 'you', 'this', 'show', 'gives', 'level', 'comfort', 'and', 'nostalgia', 'and', 'will', 'adding', 'list', 'coping', 'mechanisms']","Perth, Western Australia",3,2022,2,10,0,0.1351351351351351,I started Gossip Girl because I enjoyed bridgerton so much and let me tell you this show gives me a level of comfort and nostalgia and will be adding it to my list of coping mechanisms 😂,5.628571428571429,achievement,💯
1145,1145,"['tafe', 'queensland', 'north', 'townsville', 'campus', 'pimlico', 'qld']","Townsville, Queensland",3,2022,2,10,0,0.0,"ได้มาดูที่เรียนละ 🤣 (@ TAFE Queensland North - Townsville Campus in Pimlico, QLD) https://t.co/FWXvX8YWiN",5.760000000000001,achievement,💯
1146,1146,"['being', 'timed', 'turn', 'whatever', 'into', 'race', 'allllll', 'the', 'time']","Albany, Western Australia",3,2022,2,10,0,0.0,Being timed/turn whatever into a race. Do it allllll the time. https://t.co/gphGzVjh9M,5.840000000000001,achievement,💯
1149,1149,"['like', 'you', 'have', 'smile', 'while', 'thinking', 'asshole', 'right', 'people', 'suck']","Sydney, New South Wales",3,2022,2,10,0,0.0588235294117647,@siren_obscura It’s like you have to smile while thinking FU Asshole….am I right? People suck,5.671111111111112,achievement,💯
1151,1151,"['know', 'right', 'cvd']","Hervey Bay, Queensland",3,2022,2,10,0,0.0,I know right. 👇🏻⭐️⭐️⭐️⭐️⭐️💕 https://t.co/cEAy6ivCVD,5.92,achievement,💯
1157,1157,"['life', 'four', 'paws', 'life', 'four', 'paws', 'collection', 'deltasigma', 'donated', 'fourpaws', 'australia', 'zeus', 'comes', 'with', 'physical', 'copy', 'printed', 'amp', 'framed', 'details', 'link']","Melbourne, Victoria",3,2022,2,10,0,0.0425531914893617,"@kenjori3 @Whiteirons112 3/50 LIFE FOUR PAWS
-
Life Four Paws Collection
by DeltaSigma
-
15% donated to Fourpaws Australia @fourpawsAU
-
Zeus comes with a physical copy printed &amp; framed, details in link👇🏼
#NFTdrop #NFT #nftart #NFTCollection #ZEUS #art #doglovers #DogsofTwittter
-
https://t.co/MbnPPBN66o",5.632941176470588,achievement,💯
1159,1159,"['that', 'compliment', 'like', 'something', 'being', 'really', 'sick', 'groovy']","Canberra, Australian Capital Territory",3,2022,2,10,0,0.3333333333333333,"@AdelaideBook Is that a compliment, like something being 'really sick' is groovy?",5.508571428571429,achievement,💯
1163,1163,"['hello', 'sir', 'sorry', 'twittering', 'you', 'your', 'nationalise', 'bank', 'needs', 'proper', 'system', 'nri', 'needs', 'invest', 'and', 'send', 'our', 'hard', 'earned', 'dollars', 'invest', 'you', 'have', 'build', 'our', 'image', 'with', 'sheer', 'hard', 'work', 'and', 'intelligent', 'overseas', 'and', 'nri', 'feel', 'proud']","Melbourne, Victoria",3,2022,2,10,6,0.0185185185185185,@narendramodi Hello Sir I am sorry to twittering you as your nationalise bank SBI needs a proper system if we NRI needs to invest and send our hard earned dollars to India or invest in India . You have build our India image with sheer hard work and intelligent overseas and we NRI feel proud,5.535384615384615,leisure,🏄
1167,1167,"['out', 'touch', 'with', 'the', 'reality', 'women', 'face', 'needs', 'find', 'new', 'job', 'after', 'next', 'election']","Melbourne, Victoria",3,2022,2,10,0,0.0,"He is out of touch with the reality women face. He needs to find a new job after next election.
#auspol #VoteThemAllOut2022 https://t.co/USLUCE7S6S",5.6000000000000005,achievement,💯
1168,1168,"['little', 'later']","Sydney, New South Wales",3,2022,2,10,2,0.0,@SBSNews To little to later,5.92,achievement,💯
1169,1169,"['seeing', 'the', 'words', 'was', 'like', 'poo', 'stain', 'that', 'direct']","Sydney, New South Wales",3,2022,2,10,0,0.1176470588235294,"Seeing the words ""Cloud Version"" was like a poo stain on that Direct. https://t.co/fOcj2frqAn",5.92,achievement,💯
1170,1170,"['labor', 'will', 'reintroduce', 'appropriate', 'bill', 'they', 'win', 'govt', 'learnt', 'these', 'years', 'past', 'there', 'certainty', 'anything', 'this', 'weekend', 'elections', 'will', 'interesting', 'suspect', 'waiting', 'that', 'before', 'they', 'call', 'the', 'federal', 'times']","Sydney, New South Wales",3,2022,2,10,12,0.0952380952380952,"@blakandblack @AlboMP Labor will reintroduce an appropriate bill if they win govt. as we’ve learnt these 2 years past, there is no certainty in anything. This weekend’s bi-elections will be interesting. Suspect waiting on that before they call the Federal 
#crazy times",5.556363636363638,achievement,💯
1173,1173,"['wish', 'came', 'out', 'with', 'pencil', 'with', 'their', 'phone', 'plus', 'finger', 'recognition', 'for', 'security', 'with', 'the', '13s', 'now', 'they', 'behind', 'the', 'ball', 'for', 'their', 'next', 'phone', 'release']","Sydney, New South Wales",3,2022,2,10,1,0.1,@DjuroSen @TimgGilbert Wish apple came out with a pencil with their phone plus finger recognition for security with the 13s… now they behind the ball for their next phone release,5.680000000000001,achievement,💯
1174,1174,"['loving', 'the', 'focus', 'music', 'all', 'this', 'week', 'for', 'his', '90th', 'birthday']","Melbourne, Victoria",3,2022,2,10,0,0.1176470588235294,Loving the focus on John Williams music all this week for his 90th birthday on @ABCClassic #JohnWilliams,5.640000000000001,achievement,💯
1176,1176,"['welcome', 'great', 'coup', 'for']","Adelaide, South Australia",3,2022,2,10,0,0.4545454545454545,"Welcome @PwC! 

A great coup for #Adelaide https://t.co/5q0nSIn1VL",5.52,leisure,🏄
1178,1178,"['joy', 'finding', 'rare', 'blooper', 'where', 'about', 'leave', 'the', 'station', 'for', 'good', 'and', 'amazed', 'isn', 'even', 'going', 'say', 'goodbye', 'him', 'walks', 'amp', 'gives', 'him', 'full', 'sensual', 'snog', 'the', 'lips', 'odo', 'kisses', 'quark', 'who', 'swoons']","Tweed Heads, New South Wales",3,2022,2,10,0,0.1272727272727272,Joy is finding a rare Star Trek DS9 blooper where Odo is about to leave the station for good and Quark is amazed he isn't even going to say goodbye to him. Rene Auberjonois walks up to Armin Shimerrman &amp; gives him a full sensual snog on the lips. So Odo kisses Quark who swoons.,5.5717647058823525,achievement,💯
1182,1182,"['gets', 'resurrected', 'that', 'was', 'surprise', 'talk', 'about', 'wise', 'frum', 'yaw', 'gwave']","Sydney, New South Wales",3,2022,2,10,0,0.0,Klonoa gets resurrected? That was a surprise! Talk about Wise Frum Yaw Gwave! https://t.co/cDUmoRokgQ,5.485714285714287,bonding,🤝
1186,1186,"['there', 'absolutely', 'checklist', 'for', 'this', 'used', 'consistently', 'and', 'regularly', 'for', 'restocking', 'the', 'packs', 'important', 'part', 'our', 'organisational', 'culture', 'ensure', 'our', 'kit', 'ready', 'and', 'stocked', 'for', 'our', 'colleagues']","Sydney, New South Wales",3,2022,2,10,0,0.075,"There absolutely *IS* a checklist for this, used consistently and regularly for restocking the packs. It’s an important part of our organisational culture; to ensure our kit is ready and stocked for our colleagues. (1/2) https://t.co/aQDErofViJ",5.476363636363636,achievement,💯
1187,1187,"['also', 'recognise', 'the', 'value', 'being', 'able', 'lay', 'hands', 'vital', 'pieces', 'equipment', 'for', 'rare', 'but', 'time', 'critical', 'life', 'limb', 'sight', 'preserving', 'procedures', 'perform', 'our', 'service', 'build', 'familiarity', 'with', 'our', 'packs', 'during', 'induction', 'help', 'our', 'new', 'recruits', 'develop', 'this', 'skill']","Sydney, New South Wales",3,2022,2,10,0,0.0434782608695652,"We also recognise the value of being able to lay hands on vital pieces of equipment for rare but time-critical life, limb or sight-preserving procedures we perform in our service. We build familiarity with our packs during induction to help our new recruits develop this skill.",5.723243243243242,leisure,🏄
1189,1189,"['dami', 'talaga', 'sinasabi', 'tao']","Sydney, New South Wales",3,2022,2,10,0,0.0,Dami talaga sinasabi ng tao e no 😂,5.919999999999999,achievement,💯
1191,1191,"['chief', 'amp', 'sarge', 'the', 'end']","Maitland (NSW), New South Wales",3,2022,2,10,22,0.0,@fanfoxleague @AndrewVossy @LaraPitt_ @brisbanebroncos @QLDmaroons @Kangaroos Chief &amp; Sarge. The end. 💙❤️,5.92,achievement,💯
1192,1192,"['glen', 'lazarus', 'sam', 'backo']","Tea Gardens, New South Wales",3,2022,2,10,8,0.0,"@fanfoxleague @skenzie84 @AndrewVossy @LaraPitt_ @brisbanebroncos @QLDmaroons @Kangaroos Glen Lazarus, Sam Backo @RaidersCanberra",5.52,achievement,💯
1201,1201,"['watch', 'the', 'muster', 'dogs', 'great', 'and', 'big', 'favorite', 'mine']","Perth, Western Australia",3,2022,2,10,10,0.3,@RobynInTheStix @BelindaJones68 @samanthamaiden @newscomauHQ I watch the ABC. Muster dogs is great and Vera is a big favorite of mine.,5.82,achievement,💯
1204,1204,"['you', 'don', 'need', 'like', 'her', 'she', 'not', 'running', 'for', 'office', 'and', 'has', 'better', 'things', 'with', 'her', 'time', 'than', 'worry', 'about', 'what', 'others', 'think', 'like', 'any', 'decent', 'wife', 'she', 'loyal', 'her', 'husband', 'and', 'has', 'his', 'back', 'pity', 'others', 'don', 'have', 'the', 'same', 'values']","Gold Coast, Queensland",3,2022,2,10,22,0.0769230769230769,"@fifthgenaus @TheTeetering @samanthamaiden @newscomauHQ You don’t need to like her. She’s not running for office, and has better things to do with her time than worry about what others think. Like any decent wife, she is loyal to her husband and has his back. A pity others don’t have the same values.",5.4819047619047625,achievement,💯
1205,1205,"['impressive', 'referee', 'employs', 'her', 'best', 'friend', 'taxpayer', 'lady', 'waiting', 'kirribilli', 'when', 'she', 'should', 'have', 'been', 'living', 'canberra', 'she', 'really', 'should', 'leave', 'hawaii', 'the', 'cupboard']","Sydney, New South Wales",3,2022,2,10,9,0.1875,"@samanthamaiden Impressive referee - employs her best friend on taxpayer $$ as lady in waiting at Kirribilli when she should have been living in Canberra.
She really should leave Hawaii in the cupboard.",5.572000000000001,achievement,💯
1207,1207,"['this', 'tweet', 'reads', 'like', 'satire', 'but', 'guessing', 'real', 'life', 'the', 'hard', 'hitting', 'journalist', 'going', 'ask', 'how', 'many', 'water', 'bombers', 'bought', 'protect']","Melbourne, Victoria",3,2022,2,10,12,0.0588235294117647,"@samanthamaiden @newscomauHQ This tweet reads like satire but I'm guessing it's real life. 
Is the hard hitting journalist Karl Stefanovic going to ask Scott Morrison how many water bombers he's bought to protect Australia?",5.702857142857143,achievement,💯
1208,1208,"['know', 'none', 'business', 'but', 'always', 'been', 'bit', 'curious', 'about', 'that', 'marriage', 'like', 'know', 'whether', 'away', 'from', 'scott', 'jen', 'capable', 'independent', 'thinking', 'does', 'scott', 'bully', 'her', 'too']","Wollstonecraft, Sydney",3,2022,2,10,4,0.0512820512820512,"@samanthamaiden @newscomauHQ I know it’s none of my business but I’ve always been a bit curious about that marriage. I’d like to know whether, away from Scott, Jen is capable of independent thinking. Or does Scott bully her too?",5.524705882352941,achievement,💯
1211,1211,"['this', 'along', 'the', 'lines', 'kirrily', 'dutton', 'husband', 'not', 'monster', 'thing']","Beachmere, Queensland",3,2022,2,10,2,0.0,"@samanthamaiden @newscomauHQ Is this along the lines of Kirrily Dutton's ""My husband is NOT a monster"" thing?",5.640000000000001,achievement,💯
1212,1212,"['fairly', 'obvious', 'this', 'religious', 'bill', 'debate', 'right', 'before', 'the', 'election', 'deliberate', 'effort', 'divide', 'voters', 'straight', 'out', 'the', 'lnp', 'murdoch', 'playbook', 'labor', 'know', 'this', 'are', 'acting', 'reduce', 'the', 'carnage']","Adelaide, South Australia",3,2022,2,10,6,0.0238095238095238,"@samanthamaiden @newscomauHQ It's fairly obvious this Religious bill debate right before the election is a deliberate effort to divide voters 
Straight out of the LNP/ Murdoch playbook...
Labor know this + are acting to reduce the carnage
#auspol 
#scomo #ScottyTheCreep 
#alpolitics #ScottyTheCompletePsycho",5.687619047619048,achievement,💯
1213,1213,"['because', 'they', 'put', 'different', 'act', 'when', 'home', 'around', 'wife', 'amp', 'kids']","Port Pirie, South Australia",3,2022,2,10,5,0.0,@thunderson23 @samanthamaiden @newscomauHQ Because they put on a different act when at home around wife &amp; kids ...,5.542857142857143,achievement,💯
1216,1216,['neither'],"Port Macquarie, New South Wales",3,2022,2,10,10,0.0,@jamurquin @samanthamaiden @newscomauHQ Me neither,5.92,achievement,💯
1217,1217,"['used', 'something', 'like', 'that', 'his', 'boots', 'with', 'gold', 'nail', 'polish', 'you', 'could', 'make', 'more', 'permanent', 'look']","Melbourne, Victoria",3,2022,2,10,1,0.1428571428571428,@DustyPee My ex used to do something like that on his boots with gold nail polish. You could make it a more permanent look! https://t.co/eVr150P7k6,5.656000000000001,affection,💕
1218,1218,"['vk4mgl', 'scott', 'vk4', '112', 'beerburrum', '260m', '210', 'ssb', '15m', 'ipnp', 'vk4mgl', 'pnp']","Beerburrum, Beerburrum - North",3,2022,2,10,0,0.0,"00:56 VK4MGL (Scott) on VK4/SE-112 (Mt Beerburrum, 260m, 1 pt) 21.210 SSB: Cq 15m *[iPnP] [VK4MGL] [PnP]",5.653333333333333,achievement,💯
1221,1221,"['add', 'not', 'crook', 'and', 'did', 'not', 'have', 'sex', 'with', 'that', 'woman']","Brisbane, Queensland",3,2022,2,10,0,0.0,"@GrogsGamut Add to:
I am not a crook.
And
I did not have sex with that woman.",5.92,achievement,💯
1222,1222,"['just', 'posted', 'photo', 'seaford', 'coffee', 'train']","Melbourne, Victoria",3,2022,2,10,0,0.0,Just posted a photo @ Seaford Coffee Train https://t.co/rf9hwWWPPB,5.72,achievement,💯
1223,1223,"['brig', 'aged', 'care', 'back', 'into', 'the', 'health', 'system', 'train', 'the', 'appropriate', 'people', 'with', 'decent', 'wage', 'profiteering', 'from', 'elderly', 'care', 'always', 'going', 'about', 'the', 'bottom', 'line', 'money', 'training', 'and', 'off', 'site', 'and', 'give', 'recognition', 'for', 'what', 'entrance', 'fee', 'the', 'system', 'but', 'fair']","Tasmania, Australia",3,2022,2,10,0,0.1818181818181818,Brig Aged Care back into the health system. Train the appropriate people with a decent wage. Profiteering from elderly care is always going to be about the bottom line MONEY! Training on and off site and give it recognition for what it is. An entrance fee to the system but fair! https://t.co/NYDwUhsDl2,5.572173913043479,achievement,💯
1225,1225,['auguri'],"Townsville, Queensland",3,2022,2,10,0,0.0,Auguri @joretni ⚫️🔵⚫️🔵,5.653333333333333,achievement,💯
1228,1228,"['morrison', 'priorities', 'him', 'before', 'everything']","Brisbane, Queensland",3,2022,2,10,1,0.0,@HenriMcAlister Morrison priorities. Him before everything.,5.714285714285714,achievement,💯
1229,1229,"['love', 'the', 'very', 'idea', 'and', 'his', 'cronies', 'are', 'scared', 'her']","Brisbane, Queensland",3,2022,2,10,1,0.0714285714285714,@HenriMcAlister I love the very idea he and his cronies are scared of her.,5.5600000000000005,achievement,💯
1230,1230,"['hoping', 'women', 'influence', 'the', 'election', 'fiercely', 'humiliates', 'the', 'coalition', 'and', 'wins', 'women', 'true', 'respect', 'last', 'ousting', 'good', 'start']","Brisbane, Queensland",3,2022,2,10,1,0.5416666666666666,@HenriMcAlister Hoping women influence the election so fiercely it humiliates the Coalition and wins women true respect. At last. Ousting Morrison's a good start.,5.717333333333333,achievement,💯
1231,1231,"['good', 'luck', 'the', 'seven', 'canberra', 'gallopers', 'looking', 'book', 'their', 'spot', 'the', 'country', 'championships', 'final']","Canberra, Australian Capital Territory",3,2022,2,10,0,0.2608695652173913,Good luck to the seven Canberra gallopers looking to book their spot in the @NewhavenPark Country Championships Final 🤞👏 https://t.co/6BmhHzrHDK,5.640000000000001,achievement,💯
1232,1232,"['live', 'live', 'looks', 'fantastic', 'how', 'come', 'never', 'heard', 'before']","Sydney, New South Wales",3,2022,2,10,0,0.2352941176470588,Live A Live looks fantastic. How come I've never heard of it before? https://t.co/Xrj1JMbP0L,5.919999999999999,achievement,💯
1235,1235,"['again', 'this', 'exposes', 'what', 'the', 'acls', 'real', 'agenda', 'was', 'now', 'laid', 'bare', 'for', 'all', 'australians', 'see', 'nothing', 'really', 'with', 'religion', 'freedom', 'all']","Sydney, New South Wales",3,2022,2,10,1,0.0357142857142857,"@NotleyTrevor @ValerieLynneCl2 Again this exposes what the ACLs real agenda was.
 Now laid bare for all Australians to see, nothing really to do with religion freedom at all!",5.736,achievement,💯
1236,1236,"['llevo', 'toda', 'ana', 'escuchando', 'concierto', 'sus', 'canciones', 'las', 'sicas', 'los', 'redondos', 'son', 'una', 'droga', 'musical', 'indio', 'puto', 'genio']","Melbourne, Victoria",3,2022,2,10,0,0.0,"Llevo toda la mañana escuchando un concierto de ""Los fundamentalistas del aire acondicionado"" y sus canciones más las clásicas de ""los redondos"" son una droga musical. El Indio es un puto genio!",5.753333333333334,achievement,💯
1238,1238,"['waiting', 'for', 'the', 'markets', 'open']","Perth, Western Australia",3,2022,2,10,1,0.0,@BlaiseBets Waiting for the markets to open... https://t.co/OO5jz8tkws,5.92,achievement,💯
1240,1240,"['sant', 'shri', 'asharamji', 'bapu']","Melbourne, Victoria",3,2022,2,10,11,0.0,"@asharamjibapu_ जय हो 
Sant Shri Asharamji Bapu

#AsharamjiBapuQuotes",5.786666666666666,achievement,💯
1245,1245,"['good', 'signs', 'but', 'intraclub', 'hope', 'see', 'more', 'against', 'opposition']","Melbourne, Victoria",3,2022,2,10,1,0.3125,@HawthornFC Good signs but it is an intraclub hope to see more of it against opposition,5.805714285714286,achievement,💯
1246,1246,['rideshare'],"Charters Towers, Queensland",3,2022,2,10,1,0.0,#Carpool #ChartersTowersCity -&gt; #Townsville rideshare #splitcosts #sharecoffee https://t.co/I2N5DmY39M,5.92,achievement,💯
1252,1252,"['todas', 'jogadas', 'pelo', 'lado', 'pior', 'jogador', 'time', 'tudo', 'pela', 'esquerda', 'depois', 'sabem', 'time', 'rende', 'pqp']","Adelaide, South Australia",3,2022,2,10,1,0.0,"PQ TODAS AS JOGADAS DO INTER SÃO PELO LADO DO PIOR JOGADOR DO TIME?!

TUDO PELA ESQUERDA E DEPOIS NÃO SABEM PQ P TIME NÃO RENDE!! PQP 🤬",5.786666666666666,achievement,💯
1253,1253,"['overdressed', 'fine']","Brisbane, Queensland",3,2022,2,10,1,0.3333333333333333,@AlanMFisher1 @lartist (overdressed is fine) 🙄,5.92,achievement,💯
1256,1256,"['course', 'taste', 'bud', 'thought', 'was', 'grape', 'all', 'this', 'time', 'thanks', 'for', 'the', 'heads']","Sydney, New South Wales",3,2022,2,10,1,0.0869565217391304,"“Of course” a taste Bud? 
I thought he was a grape all this time!
Thanks for the heads up. https://t.co/pM33TxpxIW",5.68,achievement,💯
1258,1258,['congratulations'],"Wollstonecraft, Sydney",3,2022,2,10,4,0.5,@Senator_Patrick @JoshFrydenberg Congratulations.,5.72,achievement,💯
1266,1266,"['around', 'little', 'topar', 'australia', 'now']","Little Topar, New South Wales",3,2022,2,10,1,0.0,"I am around Little Topar, Australia now. https://t.co/7rMrPF2DsZ #lostjourneys https://t.co/kzI7iUyA0m",5.720000000000001,achievement,💯
1271,1271,"['replace', 'them', 'with']","Melbourne, Victoria",3,2022,2,10,3,0.0,@hu60788737 @sbrittonturf Replace them with?,5.92,achievement,💯
1273,1273,"['can', 'just', 'consign', 'the', 'acl', 'the', 'dustbin', 'history']","Melbourne, Victoria",3,2022,2,10,9,0.0,@GrogsGamut Can we just consign the ACL to the dustbin of history?,5.546666666666667,achievement,💯
1275,1275,"['seems', 'part', 'their', 'business', 'model']","Sydney, New South Wales",3,2022,2,10,1,0.0,@forbestonow @GrogsGamut Seems to be part of their business model.,5.786666666666666,achievement,💯
1279,1279,"['tries', 'push', 'anti', 'australian', 'bigotry', 'bill', 'distract', 'from', 'consecutive', 'weeks', 'the', 'provided', 'safe', 'option', 'had', 'meltdown', 'and', 'prove', 'deserve', 'better']","Melbourne, Victoria",3,2022,2,10,1,0.03125,"@ScottMorrisonMP tries to push anti-Australian bigotry bill to distract from consecutive weeks at the #NPC. @AlboMP provided a safe option, #ScottyTheCompletePsycho had a meltdown, @BrittHiggins_ and @TamePunk prove we deserve better. #auspol",5.716923076923077,achievement,💯
1287,1287,"['one', 'kid', 'said', 'architecture', 'and', 'now', 'going', 'about', 'design', 'day', 'creation', 'and', 'nanotechnology']",Hawthorn Station,3,2022,2,10,1,0.0,"One kid said architecture, and now he's going on about design, 7 day creation, and nanotechnology",5.552000000000001,achievement,💯
1290,1290,"['went', 'visit', 'mum', 'nursing', 'home', 'told', 'lots', 'staff', 'gone', 'including', 'chef', 'breakfast', 'tray', 'still', 'not', 'cleared', 'away', 'sign', 'army', 'help']","Sunshine Coast, Queensland",3,2022,2,10,1,0.0,"Went to visit mum in nursing home.
Told lots of staff gone including chef.  Breakfast tray still not cleared away. No sign of army help.",5.495384615384617,achievement,💯
1295,1295,"['march', 'join', 'feb', '2022']","Melbourne, Victoria",3,2022,2,10,1,0.0588235294117647,"We March.  Join us on 27 Feb 2022
#M4J2 #Listen2Women #GenderEquality #LetsMarch @march4justiceau https://t.co/GCR6qU8g93",5.92,achievement,💯
1296,1296,"['don', 'know', 'what', 'with', 'laws', 'saturday', 'convinced', 'win', 'big', 'race', 'this', 'prep', 'though']","Sydney, New South Wales",3,2022,2,10,2,0.3,@LukeShediak Don’t know what to do with Laws on Saturday. Convinced he’ll win a big race this prep though 🤔,5.640000000000001,achievement,💯
1299,1299,"['chose', 'round']","Sydney, New South Wales",3,2022,2,10,1,0.0,@Cyclops_Trader Chose to round up $NXE,5.52,achievement,💯
1300,1300,"['haven', 'been', 'recognising', 'your', 'posts', 'with', 'the', 'new', 'profile', 'image']","Sydney, New South Wales",3,2022,2,10,1,0.0,@Cyclops_Trader I haven’t been recognising your posts with the new profile image.,5.6571428571428575,achievement,💯
1303,1303,"['just', 'posted', 'photo']","Sydney, New South Wales",3,2022,2,10,1,0.0,"Just posted a photo @ Newtown, New South Wales https://t.co/qYSJnzKEdQ",5.52,achievement,💯
1307,1307,"['terms', 'nothing', 'all', 'don', 'lose']","Geelong, Victoria",3,2022,2,10,1,0.0,My terms or nothing at all. I don't lose.,5.92,achievement,💯
1315,1315,"['mind', 'you', 'dickheads', 'driving', 'around', 'making', 'noise', 'cars', 'also', 'comes', 'under', 'reason', 'summernats']","Melbourne, Victoria",3,2022,2,10,1,0.0,"@cybreco Mind you, “dickheads driving around making noise in cars” also comes under reason #38: Summernats.",5.643636363636364,achievement,💯
1317,1317,"['one', 'the', 'worst', 'titles', 'for', 'game', 'seen', 'long', 'while', 'lol']","Sydney, New South Wales",3,2022,2,10,1,0.0,Triangle Stragedy is one of the worst titles for a game I've seen in a long while. LOL https://t.co/pSk4Y66edW,5.92,achievement,💯
1320,1320,"['just', 'posted', 'photo', 'eremo', 'restaurant']","Pokolbin, Cessnock",3,2022,2,10,1,0.0,Just posted a photo @ Eremo Restaurant https://t.co/fx9pzX2BXu,5.52,achievement,💯
1324,1324,"['this', 'image', 'will', 'create', 'more', 'tensions', 'among', 'the', 'recipients']","Brisbane, Queensland",3,2022,2,10,1,0.0,"@AboutTheHouse 😱 this image, will create more tensions among the recipients of #socialsecurity! https://t.co/S17g7wOBYz",5.920000000000001,achievement,💯
1325,1325,"['this', 'true']","Perth, Western Australia",3,2022,2,10,2,0.4,@ptrlrd This is so true,5.72,achievement,💯
1326,1326,"['just', 'posted', 'photo', 'brisbane', 'powerhouse']","Brisbane, Queensland",3,2022,2,10,1,0.0,Just posted a photo @ BRISBANE POWERHOUSE https://t.co/ppZbNglJhL,5.653333333333333,achievement,💯
1327,1327,"['buen', 'menu', 'gusto']","Canberra, Australian Capital Territory",3,2022,2,10,1,0.0,@AmoralRunning Buen menu 🤌 me gusto.,5.52,achievement,💯
1330,1330,"['just', 'posted', 'video', 'teau', 'tanunda']","Tanunda, South Australia",3,2022,2,10,1,0.0,Just posted a video @ Château Tanunda https://t.co/PkWobJIfQX,5.62,achievement,💯
