word,valence
ask,0.531
watch,0.531
sauerkraut,0.531
stopover,0.531
speakerphone,0.531
biggie,0.531
hereditary,0.531
squash,0.531
township,0.531
step,0.531
rendering,0.531
atlas,0.531
amendment,0.531
bellybutton,0.531
mica,0.531
enclave,0.531
muscular,0.531
rank,0.531
vine,0.531
trot,0.531
hole,0.531
guise,0.531
kebab,0.531
carp,0.531
pharmacy,0.531
croft,0.531
dermatologist,0.531
tuition,0.531
garage,0.531
freeway,0.531
bagel,0.531
reporter,0.531
boarding,0.531
biennial,0.531
rhinestone,0.531
proctologist,0.531
serif,0.531
charger,0.531
cross country,0.531
woolly,0.531
nostress,0.531
mnemonic,0.531
councilman,0.531
newscast,0.531
etymology,0.531
priestess,0.531
jellyfish,0.531
puff,0.531
sequent,0.531
elephant,0.531
decade,0.531
physical therapist,0.531
chubby,0.531
concluding,0.531
gemini,0.531
pesto,0.531
bathrobe,0.531
diskette,0.531
rhino,0.531
attentionseekers,0.531
furlough,0.531
croupier,0.531
doorstep,0.531
hemisphere,0.531
perch,0.531
shuttle,0.531
winger,0.531
outrun,0.531
interpretive,0.531
passe,0.531
inbound,0.531
gazillion,0.531
listneing,0.531
resilience,0.531
motel,0.531
compute,0.531
circumvention,0.531
aforesaid,0.531
utter,0.531
blank,0.531
provisional,0.531
submission,0.531
vicar,0.531
clergy,0.531
closet,0.531
plenum,0.531
truck,0.531
prescribed,0.531
north,0.531
sinus,0.531
predisposed,0.531
digestion,0.531
breezy,0.531
enclose,0.531
unitary,0.531
untouched,0.531
boomerang,0.531
mode,0.531
midwife,0.531
torch,0.531
surrounding,0.531
funky,0.531
calender,0.531
zone,0.531
stagger,0.531
materiel,0.531
march,0.531
filler,0.531
eyeglass,0.531
catch,0.531
miscellaneous,0.531
resuscitate,0.531
impenetrable,0.531
tape,0.531
electrical,0.531
brooch,0.531
noon,0.531
exhortation,0.531
gazetteer,0.531
analogous,0.531
idiomatic,0.531
plow,0.531
phew,0.531
wheat,0.531
intention,0.531
deacon,0.531
waxed,0.531
infantry,0.531
metrology,0.531
disinfectant,0.531
toolbox,0.531
ruse,0.531
meek,0.531
eye,0.531
eccentric,0.531
regulatory,0.531
mainframe,0.531
shrub,0.531
preliminary,0.531
detect,0.531
grange,0.531
wiggle,0.531
supposition,0.531
situation,0.531
mashed,0.531
glasses,0.531
iteration,0.531
moderation,0.531
designate,0.531
sentinel,0.531
unpack,0.531
slate,0.531
fight,0.531
prescient,0.531
mart,0.531
lungs,0.531
ballsy,0.531
ecliptic,0.531
booth,0.531
greenwood,0.531
tradesman,0.531
spellbound,0.531
legislation,0.531
ellipse,0.531
ascertained,0.531
gallon,0.531
starboard,0.531
settlor,0.531
pilgrim,0.531
leads,0.53
shank,0.53
flour,0.53
compilation,0.53
quack,0.53
lemma,0.53
federal,0.53
yeoman,0.53
conduction,0.53
wiki,0.53
policewoman,0.53
fourfold,0.53
ale,0.53
lira,0.53
oral,0.53
vocabulary,0.53
bourse,0.53
pamphlet,0.53
documents,0.53
margarine,0.53
epithet,0.53
chemise,0.53
conclude,0.53
hinterland,0.53
business man,0.53
peasant,0.53
vaccination,0.53
head,0.53
impulse,0.53
toenail,0.53
bow,0.53
dogma,0.53
cider,0.53
obstetrics,0.53
houseguest,0.53
sultan,0.529
cannon,0.529
volley,0.529
exponent,0.529
angora,0.529
blip,0.529
surmise,0.529
omega,0.529
come,0.529
caboodle,0.529
nappy,0.529
auditorium,0.529
sterling,0.529
nucleus,0.529
list,0.528
gravitational,0.528
henceforth,0.527
senor,0.527
imam,0.527
habitual,0.527
prom,0.527
perennial,0.527
evanescence,0.527
eyeball,0.526
absolute,0.526
ranger,0.526
intangible,0.525
goggle,0.525
tantalizing,0.525
secretly,0.525
gel,0.524
callback,0.524
eighteen,0.523
check,0.523
whatif,0.523
hydraulic,0.522
everyman,0.522
alb,0.521
previous,0.521
trinket,0.521
ad,0.521
helix,0.521
mullet,0.521
exposition,0.521
enumerate,0.521
sept,0.521
iguana,0.521
whisker,0.521
temperature,0.521
sixth,0.521
animal,0.521
payroll,0.521
timing,0.521
largo,0.521
grapefruit,0.521
truss,0.521
harem,0.521
cloaking,0.521
informer,0.521
steel,0.521
blowing,0.521
conditional,0.521
rate,0.521
threefold,0.521
twelfth,0.521
grounding,0.521
reddish,0.521
banner,0.521
marketing,0.521
baggy,0.521
roller,0.521
entice,0.521
print,0.521
cabbie,0.521
preceptor,0.521
slack,0.521
vary,0.521
proxy,0.521
bull,0.521
preemption,0.521
material,0.521
missy,0.521
calamari,0.521
scheme,0.521
civil,0.521
centralization,0.521
flatter,0.521
oil,0.521
gill,0.521
slight,0.521
groupie,0.521
shuteye,0.521
splash,0.521
walrus,0.521
soybean,0.521
sheik,0.521
ford,0.521
porker,0.521
fir,0.521
pitch,0.521
impetus,0.521
query,0.521
selfless,0.521
fund,0.521
riddle,0.521
trio,0.521
marquis,0.521
geisha,0.521
summon,0.521
lineal,0.521
radar,0.521
authorization,0.521
mane,0.521
bloomers,0.521
usher,0.521
teaspoon,0.521
indemnification,0.521
complexion,0.521
cornea,0.521
bearish,0.521
grades,0.521
hierarchical,0.521
particle,0.521
hawking,0.521
theologian,0.521
handful,0.521
flint,0.521
duplicate,0.521
midland,0.521
mingled,0.521
schoolteacher,0.521
showcase,0.521
caddie,0.521
prefix,0.521
annuity,0.521
rebound,0.521
lay,0.521
cue,0.521
ration,0.521
vigil,0.521
rub,0.521
chilled,0.521
settled,0.521
physiology,0.521
landfall,0.521
adhesion,0.521
paperboy,0.521
fishing boat,0.521
governmental,0.521
downfield,0.521
viola,0.521
tick,0.521
satchel,0.521
retroactive,0.521
radius,0.521
mile,0.521
metrical,0.521
convection,0.521
delineation,0.521
eager,0.521
impart,0.521
shuffling,0.521
set,0.521
garter,0.521
insertion,0.521
testify,0.521
recycle,0.521
apprehend,0.521
obstetrician,0.521
riff,0.521
unequivocally,0.521
humanoid,0.521
semester,0.521
roast,0.521
rouse,0.521
ballot,0.521
triathlon,0.521
pelagic,0.521
antenna,0.521
sample,0.521
ceramic,0.521
portico,0.521
hoist,0.521
intersect,0.521
fuzz,0.521
gummy,0.521
lawyer,0.521
rapt,0.521
propaganda,0.521
array,0.521
truism,0.521
lorry,0.521
prerogative,0.521
cleric,0.521
oestrogen,0.521
twine,0.521
underlay,0.521
drizzle,0.521
shave,0.521
eastern,0.521
quill,0.521
transact,0.521
extracting,0.521
powder,0.521
span,0.521
tofu,0.521
shilling,0.521
crotch,0.521
contrasted,0.521
condescension,0.521
guinea,0.521
propensity,0.521
carpenter,0.521
barmaid,0.521
derivation,0.521
flagging,0.521
mosey,0.521
formula,0.521
attic,0.521
pix,0.521
sanctum,0.521
decimeter,0.52
lycra,0.52
rep,0.52
necessities,0.52
refractory,0.52
post,0.52
wot,0.52
rug,0.52
branching,0.52
quad,0.52
condiment,0.52
blowtorch,0.52
staggering,0.52
notional,0.52
bee,0.52
jug,0.52
burnished,0.52
idiom,0.52
populous,0.52
woodpecker,0.52
serum,0.52
ringleader,0.52
collation,0.52
gondola,0.52
ducky,0.52
bust,0.52
conjunction,0.52
thesaurus,0.52
fossils,0.52
encompass,0.52
flagstaff,0.52
blackbird,0.52
mound,0.52
fiat,0.52
profiler,0.52
tanker,0.52
fry,0.52
tumbler,0.52
interstate,0.52
topic,0.52
umpire,0.52
fathom,0.52
lenient,0.52
tapestry,0.52
deed,0.52
stealth,0.52
fringe,0.52
paper,0.52
columbine,0.52
logarithm,0.52
regency,0.52
turbine,0.52
countless,0.52
capital,0.52
rundown,0.52
sadday,0.52
aaaah,0.52
facade,0.52
mesmerized,0.52
legume,0.52
tilde,0.52
forbearance,0.52
demonstrator,0.52
adjoining,0.52
electrify,0.52
gavel,0.52
attach,0.52
memorize,0.52
button,0.52
intervene,0.52
ventricle,0.52
greyhound,0.52
roundup,0.52
titanium,0.52
owl,0.52
two,0.52
punchy,0.52
plaque,0.52
powdered,0.52
hamster,0.52
wrestler,0.52
chief,0.52
twenty,0.52
wavy,0.52
kerchief,0.52
racket,0.52
privacy,0.52
put,0.52
circumstance,0.52
buffer,0.52
galley,0.52
cockpit,0.52
generic,0.52
carpet,0.52
teensy,0.52
boast,0.52
cartography,0.52
tomcat,0.52
teeth,0.52
verbal,0.52
clerical,0.52
differential,0.52
prayforme,0.52
seaman,0.52
harry,0.52
accrue,0.52
denim,0.52
firewood,0.52
grip,0.52
hosiery,0.52
forge,0.52
lease,0.52
layover,0.52
girth,0.52
gulf,0.52
diocesan,0.52
localize,0.52
placebo,0.52
vast,0.52
ado,0.52
fluff,0.52
counterbalance,0.52
affair,0.52
cart,0.52
mushy,0.52
screwdriver,0.52
befall,0.52
chest,0.52
bookkeeping,0.52
shaker,0.52
ceiling,0.52
baron,0.52
genre,0.52
transmitter,0.52
packer,0.52
vertical,0.52
kindling,0.52
electron,0.52
hugger,0.52
hickory,0.52
quantity,0.52
knee,0.52
tier,0.52
matron,0.52
prism,0.52
ethereal,0.52
lend,0.52
backup,0.52
corporeal,0.52
pond,0.52
discretionary,0.52
rainyday,0.52
chunky,0.52
commonplace,0.52
chew,0.52
sanguine,0.52
peg,0.52
levee,0.52
juridical,0.52
sternum,0.52
joust,0.52
anchor,0.52
orbiting,0.52
jest,0.52
satin,0.519
lithology,0.519
things,0.519
reprogram,0.519
mineral,0.519
neutralize,0.519
pretzel,0.519
moderator,0.519
metric,0.519
secretariat,0.518
shifting,0.518
minim,0.518
housebroken,0.518
toothbrush,0.517
leniency,0.517
offshoot,0.517
milky,0.517
disinfection,0.517
submerge,0.517
shoe,0.517
adage,0.517
druid,0.517
softly,0.517
allegorical,0.517
lumber,0.517
vascular,0.516
infinity,0.516
retrospectively,0.516
stagecoach,0.516
boat,0.516
dip,0.516
squishy,0.516
loop,0.516
trout,0.516
tavern,0.516
morphology,0.516
sojourn,0.514
indigo,0.514
pay,0.514
peering,0.514
elapse,0.514
detail,0.514
hock,0.513
mockingbird,0.513
enigma,0.513
calculator,0.513
cognitive,0.513
folio,0.513
ukulele,0.513
hitch,0.512
grating,0.512
irrepressible,0.512
option,0.512
helm,0.511
peculiarities,0.511
promulgate,0.511
steps,0.511
rigging,0.51
intending,0.51
chandler,0.51
busboy,0.51
avert,0.51
pace,0.51
statutory,0.51
thrust,0.51
midwifery,0.51
deference,0.51
bundle,0.51
tabby,0.51
jog,0.51
scooter,0.51
incubator,0.51
stepdaughter,0.51
week,0.51
opt,0.51
sprinkler,0.51
den,0.51
ledger,0.51
banking,0.51
ontology,0.51
lending,0.51
seduction,0.51
manuscript,0.51
statesman,0.51
restock,0.51
explication,0.51
barn,0.51
panache,0.51
tiptoe,0.51
lamp,0.51
bullhorn,0.51
gatherer,0.51
contend,0.51
parlance,0.51
tread,0.51
litany,0.51
nebula,0.51
lawman,0.51
auburn,0.51
holly,0.51
stairs,0.51
venison,0.51
snorkel,0.51
fjord,0.51
roam,0.51
suburbs,0.51
cautiously,0.51
need,0.51
mileage,0.51
saddle,0.51
infield,0.51
forefinger,0.51
impermeable,0.51
referendum,0.51
saucer,0.51
shingle,0.51
immerse,0.51
airbag,0.51
oboe,0.51
finished,0.51
gait,0.51
sedation,0.51
arena,0.51
smell,0.51
deployment,0.51
arable,0.51
tote,0.51
crawfish,0.51
outgrow,0.51
jam,0.51
quarters,0.51
quantitatively,0.51
recombination,0.51
dab,0.51
ambition,0.51
cellar,0.51
technical,0.51
go,0.51
cloth,0.51
filling,0.51
perpendicular,0.51
vaulting,0.51
graph,0.51
chowder,0.51
spear,0.51
mantle,0.51
adjuvant,0.51
innocuous,0.51
petite,0.51
tranquilizer,0.51
welding,0.51
garrison,0.51
craving,0.51
redheaded,0.51
mayonnaise,0.51
splat,0.51
condensation,0.51
rung,0.51
appropriation,0.51
locksmith,0.51
gammon,0.51
gear,0.51
hedonism,0.51
dibs,0.51
prop,0.51
mandible,0.51
judge,0.51
fish,0.51
bitsy,0.51
enlist,0.51
mahi mahi,0.51
livery,0.51
spreader,0.51
actuary,0.51
posterior,0.51
flotation,0.51
gander,0.51
leg,0.51
rancher,0.51
beluga,0.51
abacus,0.51
janitor,0.51
emir,0.51
kirk,0.51
yodel,0.51
polarity,0.51
immeasurable,0.51
feet,0.51
linoleum,0.51
sub,0.51
gate,0.51
gaby,0.51
astonished,0.51
lacquer,0.51
broil,0.51
doctrinal,0.51
bratwurst,0.51
umpteen,0.51
elm,0.51
gravity,0.51
invert,0.51
middleweight,0.51
quadruple,0.51
bedpan,0.51
spencer,0.51
inter,0.51
tweed,0.51
form,0.51
tomahawk,0.51
wis,0.51
bergamot,0.51
extraterrestrial,0.51
ambivalent,0.51
five,0.51
diocese,0.51
stitching,0.51
argument,0.51
immersion,0.51
hyperspace,0.51
tent,0.51
assignee,0.51
inflatable,0.51
effigy,0.51
tooling,0.51
cautionary,0.51
gad,0.51
caper,0.51
elements,0.51
guardhouse,0.51
regulate,0.51
pep,0.51
refractor,0.51
buddhism,0.51
watchman,0.51
kanji,0.51
turning,0.51
uneventful,0.51
scoot,0.51
zucchini,0.51
amid,0.51
stenographer,0.51
thermodynamics,0.51
caste,0.51
handkerchief,0.51
leather,0.51
signpost,0.51
epitome,0.51
rim,0.51
mogul,0.51
dinghy,0.51
frontage,0.51
hummer,0.51
laity,0.51
lavatory,0.51
pass,0.51
friar,0.51
vodka,0.51
kilogram,0.51
hank,0.51
booklet,0.51
caps,0.51
acres,0.51
shockingly,0.51
socialism,0.51
sweatshirt,0.51
whilst,0.51
fowl,0.51
kibble,0.51
lee,0.51
lung,0.51
hall,0.51
lathe,0.51
yap,0.51
legalize,0.51
shield,0.51
mask,0.51
rental,0.51
lamina,0.51
perpetually,0.51
succinct,0.51
shaggy,0.51
wheel barrow,0.51
soppy,0.51
addresses,0.51
hombres,0.51
wade,0.51
tunable,0.51
requirement,0.51
situate,0.51
hotbed,0.51
leotard,0.51
dub,0.51
raft,0.51
rencontre,0.51
pentagram,0.51
artifact,0.51
circling,0.51
thaumaturgy,0.51
emission,0.51
correlative,0.51
southeast,0.51
holographic,0.51
millstone,0.51
desk,0.51
lynx,0.51
yen,0.51
steamer,0.51
schedule,0.51
spot,0.51
numerically,0.51
mixed,0.51
moray,0.51
ingest,0.51
grotto,0.51
halfway,0.51
perpetuation,0.51
noggin,0.51
filament,0.51
yearling,0.51
armature,0.51
subjective,0.51
corsage,0.51
gush,0.51
anterior,0.51
pager,0.51
fulsome,0.51
conic,0.51
retail,0.51
backpacker,0.51
no disgust,0.51
vegetarianism,0.51
nickel,0.51
dado,0.51
adjuster,0.51
animosity,0.51
yarn,0.51
etch,0.51
sublimation,0.51
southbound,0.51
atom,0.51
subsistence,0.51
edit,0.51
belly,0.51
toothpaste,0.51
fog,0.51
cod,0.51
intro,0.51
dak,0.51
stairwell,0.51
inland,0.51
sew,0.51
limb,0.51
question,0.51
vapor,0.51
somuchtodo,0.51
monogamous,0.51
hemi,0.51
rolling,0.51
skillet,0.51
bloodline,0.51
charge,0.51
machine,0.51
vega,0.51
pitcher,0.51
quasi,0.51
organ,0.51
thumbprint,0.51
cobbler,0.51
transient,0.51
duo,0.51
measure,0.51
brassiere,0.51
paragraph,0.51
remit,0.51
transceiver,0.51
encore,0.51
meridian,0.51
extrinsic,0.51
gatekeeper,0.51
sparingly,0.51
monad,0.51
dialectic,0.51
analogy,0.51
tenth,0.51
targeting,0.51
demo,0.51
silt,0.51
interval,0.51
uncontested,0.51
rover,0.51
twitch,0.51
copacetic,0.51
pack,0.51
token,0.51
emphasize,0.51
impersonate,0.51
interferometer,0.51
session,0.51
eyebrow,0.51
dashboard,0.51
process,0.51
bodyguard,0.51
unpretentious,0.51
undivided,0.51
ministry,0.51
rooted,0.51
swami,0.51
gizmo,0.51
nib,0.51
indicative,0.51
prophylactic,0.51
meow,0.51
shall,0.51
tipsy,0.51
parenthesis,0.51
wary,0.51
parry,0.51
inhalation,0.51
immeasurably,0.51
barnyard,0.51
unison,0.51
purchaser,0.51
east,0.51
blushing,0.51
teaser,0.51
hover,0.51
plane,0.51
encircling,0.51
impregnate,0.51
hype,0.51
loft,0.51
numbering,0.51
putative,0.51
masks,0.51
physiological,0.51
reprint,0.51
underwood,0.51
effectuate,0.51
cauldron,0.51
antibiotic,0.51
waterworks,0.51
square,0.509
ductile,0.508
statistic,0.508
fitted,0.507
genome,0.507
decimal,0.507
pulse,0.507
tithe,0.507
cornet,0.507
scarlet,0.507
starch,0.507
consumer,0.507
hue,0.507
trundle,0.507
bagman,0.506
refer,0.506
mitigate,0.506
solubility,0.506
hoard,0.506
docket,0.505
domination,0.505
cadet,0.504
hap,0.503
intercession,0.503
courtyard,0.503
peruse,0.503
heft,0.503
kazoo,0.503
impose,0.503
monogrammed,0.503
vermouth,0.503
plain,0.5
overlying,0.5
retrial,0.5
conclusive,0.5
marksman,0.5
screenplay,0.5
jaw,0.5
monologue,0.5
etiology,0.5
braces,0.5
washroom,0.5
brocade,0.5
displacency,0.5
talcum,0.5
pare,0.5
starling,0.5
veil,0.5
paraphrase,0.5
constituency,0.5
adobe,0.5
shaving,0.5
micro,0.5
nitro,0.5
ellipsoid,0.5
belay,0.5
abutment,0.5
nudie,0.5
revise,0.5
media,0.5
relocate,0.5
microcosm,0.5
bellhop,0.5
checkup,0.5
henhouse,0.5
concours,0.5
girdle,0.5
afore,0.5
semblance,0.5
strict,0.5
quiche,0.5
vehement,0.5
ay,0.5
gluttony,0.5
zany,0.5
footlocker,0.5
flagpole,0.5
roost,0.5
middleman,0.5
teller,0.5
towering,0.5
pong,0.5
kiosk,0.5
striker,0.5
wooden,0.5
chronograph,0.5
neurological,0.5
nomenclature,0.5
gal,0.5
chimpanzee,0.5
tenancy,0.5
divination,0.5
temporal,0.5
esoteric,0.5
miscellany,0.5
lingual,0.5
hotshot,0.5
overhaul,0.5
juke,0.5
empirical,0.5
encrypt,0.5
spectrophotometer,0.5
clapper,0.5
hydrology,0.5
compo,0.5
serialize,0.5
quiescent,0.5
onerous,0.5
relative,0.5
medic,0.5
phosphate,0.5
substantive,0.5
aviary,0.5
heather,0.5
advertise,0.5
exceeding,0.5
theorem,0.5
breech,0.5
bubbling,0.5
mocha,0.5
scholastic,0.5
hereunto,0.5
tertiary,0.5
various,0.5
spectrometer,0.5
ore,0.5
sidewinder,0.5
tubule,0.5
talker,0.5
scrutiny,0.5
six,0.5
unprecedented,0.5
chai,0.5
arcane,0.5
premises,0.5
gloat,0.5
peak,0.5
commune,0.5
pick,0.5
evidence,0.5
rippling,0.5
mono,0.5
mantel,0.5
data,0.5
fiscal,0.5
abalone,0.5
cabal,0.5
beanie,0.5
lumberjack,0.5
elitist,0.5
pretender,0.5
half,0.5
surgeon,0.5
modeler,0.5
watchtower,0.5
advocacy,0.5
floss,0.5
mount,0.5
heater,0.5
reefer,0.5
wiper,0.5
duffel,0.5
regulator,0.5
convoy,0.5
vena,0.5
probative,0.5
tufted,0.5
albino,0.5
temporarily,0.5
gumbo,0.5
bar,0.5
soapbox,0.5
poodle,0.5
vegetative,0.5
eighty,0.5
condition,0.5
unquestionably,0.5
vibrate,0.5
type,0.5
fullback,0.5
fronting,0.5
bassoon,0.5
detective,0.5
prognosis,0.5
gab,0.5
green pepper,0.5
shrunken,0.5
judo,0.5
pedal,0.5
elliptic,0.5
ardor,0.5
owe,0.5
retreat,0.5
rotor,0.5
sycamore,0.5
hydraulics,0.5
potion,0.5
colophon,0.5
vellum,0.5
ahoy,0.5
grasshopper,0.5
oft,0.5
conglomerate,0.5
unafraid,0.5
tyke,0.5
escalator,0.5
overalls,0.5
wienie,0.5
sonice,0.5
receptacle,0.5
roadhouse,0.5
refit,0.5
antiquarian,0.5
governor,0.5
promontory,0.5
transcribe,0.5
consonant,0.5
ripple,0.5
bareback,0.5
hissing,0.5
tripartite,0.5
recon,0.5
gyroscope,0.5
chauffeur,0.5
hibernate,0.5
covert,0.5
panier,0.5
jungle,0.5
gallop,0.5
porthole,0.5
whisk,0.5
pot,0.5
anointed,0.5
ringside,0.5
hydroponics,0.5
deploy,0.5
anchorage,0.5
uninterrupted,0.5
glove,0.5
magpie,0.5
mien,0.5
oink,0.5
believed,0.5
foreigner,0.5
license,0.5
circumstantial,0.5
groundwork,0.5
parlor,0.5
buggy,0.5
doctrine,0.5
switch,0.5
coinage,0.5
dojo,0.5
trim,0.5
flange,0.5
rotunda,0.5
yesterday,0.5
infirmary,0.5
caudal,0.5
patchwork,0.5
marker,0.5
karma,0.5
froggy,0.5
layer,0.5
pseudonym,0.5
clerk,0.5
disclosure,0.5
seventh,0.5
diagonal,0.5
cwt,0.5
sailor,0.5
geographical,0.5
tongs,0.5
yam,0.5
mid,0.5
mustard,0.5
metaphorical,0.5
procedural,0.5
fence,0.5
eddy,0.5
trough,0.5
parenchyma,0.5
woodsman,0.5
cardboard,0.5
paste,0.5
toot,0.5
pharmaceutical,0.5
nightstick,0.5
quadrant,0.5
continual,0.5
pillowcase,0.5
breakingnews,0.5
orthogonal,0.5
valedictorian,0.5
verge,0.5
unrelenting,0.5
thither,0.5
stencil,0.5
mush,0.5
disguised,0.5
gladiator,0.5
distillate,0.5
factory,0.5
hybrid,0.5
cove,0.5
strata,0.5
temperance,0.5
chromosome,0.5
monograph,0.5
flock,0.5
serious,0.5
broth,0.5
knowingly,0.5
margin,0.5
hyperactive,0.5
aplomb,0.5
bag,0.5
chirping,0.5
travail,0.5
kos,0.5
fleshy,0.5
ohgod,0.5
occupant,0.5
arch,0.5
chaperon,0.5
multilateral,0.5
carrot,0.5
respiratory,0.5
slates,0.5
psychical,0.5
simulated,0.5
wicket,0.5
butcher,0.5
roadie,0.5
roadside,0.5
albatross,0.5
brass,0.5
compartment,0.5
microscopy,0.5
manifold,0.5
awning,0.5
sock,0.5
quail,0.5
pontoon,0.5
oyster,0.5
mending,0.5
radical,0.5
yeast,0.5
throb,0.5
horoscope,0.5
ambulance,0.5
supernatant,0.5
indigenous,0.5
reminiscent,0.5
kiddos,0.5
nun,0.5
box,0.5
hormonal,0.5
doit,0.5
furor,0.5
heels,0.5
section,0.5
trickle,0.5
unexpected,0.5
norm,0.5
fistful,0.5
headliner,0.5
designated,0.5
getaway,0.5
grandstand,0.5
causality,0.5
react,0.5
odds,0.5
blob,0.5
exceed,0.5
thrown,0.5
radish,0.5
ankle,0.5
trimming,0.5
austere,0.5
horizontally,0.5
outback,0.5
ephemeral,0.5
clarion,0.5
rein,0.5
malleable,0.5
synthesizer,0.5
pompous,0.5
vaccine,0.5
semen,0.5
biz,0.5
tepee,0.5
bronco,0.5
petition,0.498
bier,0.497
squid,0.497
stayed,0.497
irrespective,0.497
camisole,0.497
scaffolding,0.496
vanquished,0.496
irrefutable,0.496
nexus,0.496
centrifuge,0.495
molecular,0.495
spine,0.495
smokey,0.494
custody,0.494
wood,0.494
trucker,0.494
bulldog,0.494
turret,0.494
wishbone,0.494
briar,0.493
gape,0.493
grand theft auto,0.493
laud,0.493
reveal,0.493
would,0.493
papal,0.493
tweezers,0.493
zen,0.492
aver,0.492
commentator,0.492
whitefish,0.492
unisex,0.492
migration,0.492
entourage,0.491
quaternary,0.491
kinesiology,0.491
mark,0.491
wherewith,0.491
scallop,0.49
bal,0.49
brush,0.49
folder,0.49
helium,0.49
shades,0.49
cassette,0.49
rave,0.49
simplistic,0.49
point,0.49
binoculars,0.49
platonic,0.49
candidacy,0.49
nuances,0.49
facsimile,0.49
register,0.49
vessel,0.49
retina,0.49
stuntman,0.49
unchanged,0.49
noschool,0.49
omnibus,0.49
phonics,0.49
sigma,0.49
munchkin,0.49
carried,0.49
rectory,0.49
waddle,0.49
unanimity,0.49
machinist,0.49
veneer,0.49
twelve,0.49
abdominal,0.49
grapple,0.49
spoof,0.49
beaver,0.49
fifteen,0.49
sodium,0.49
clockwork,0.49
janitorial,0.49
vaudeville,0.49
harpoon,0.49
nylon,0.49
occasional,0.49
beige,0.49
beard,0.49
gust,0.49
junket,0.49
rollers,0.49
premarital,0.49
theocracy,0.49
randy,0.49
glass,0.49
faun,0.49
dock,0.49
flanking,0.49
needalife,0.49
boastful,0.49
senate,0.49
controlling,0.49
hangar,0.49
times,0.49
budding,0.49
corset,0.49
scion,0.49
unassuming,0.49
vault,0.49
spline,0.49
civilians,0.49
linebacker,0.49
interlocutory,0.49
gong,0.49
lady bug,0.49
pounce,0.49
junction,0.49
douche,0.49
cartographic,0.49
fundamentalist,0.49
coalition,0.49
frigate,0.49
materially,0.49
conical,0.49
wedge,0.49
changeable,0.49
forsooth,0.49
incline,0.49
bustling,0.49
roundabout,0.49
stride,0.49
aircraft carrier,0.49
dualism,0.49
premed,0.49
pas,0.49
brad,0.49
gangway,0.49
soundproof,0.49
harbinger,0.49
sortie,0.49
absorbing,0.49
aforementioned,0.49
wiring,0.49
commotion,0.49
birdman,0.49
legislator,0.49
movingon,0.49
spiral,0.49
yehey,0.49
pentagon,0.49
aegis,0.49
bouncer,0.49
rewrite,0.49
toilet,0.49
molasses,0.49
alcove,0.49
eavesdropping,0.49
offing,0.49
fuckyeah,0.49
ether,0.49
hormone,0.49
rampant,0.49
temp,0.49
feelingdown,0.49
lid,0.49
vara,0.49
frisk,0.49
denomination,0.49
lox,0.49
stoop,0.49
shrubbery,0.49
lefty,0.49
therapy,0.49
stound,0.49
omgomgomg,0.49
billy,0.49
absorbed,0.49
pleat,0.49
weekday,0.49
launches,0.49
transcriber,0.49
bender,0.49
chit,0.49
roadrunner,0.49
pretend,0.49
resounding,0.49
penile,0.49
seemingly,0.49
mushroom,0.49
intramural,0.49
hippo,0.49
embers,0.49
swirl,0.49
beginner,0.49
polygon,0.49
blueprint,0.49
reset,0.49
flickering,0.49
minion,0.49
ligament,0.49
tipster,0.49
reed,0.49
comb,0.49
rattle,0.49
histology,0.49
buckwheat,0.49
channel,0.49
woodwork,0.49
schematic,0.49
sake,0.49
pecuniary,0.49
egress,0.49
mescaline,0.49
whisper,0.49
threesome,0.49
vegan,0.49
portage,0.49
menthol,0.49
turnover,0.49
atelier,0.49
ream,0.49
past,0.49
repeat,0.49
dugout,0.49
reconvene,0.49
deep,0.49
telescopic,0.49
breed,0.49
overture,0.49
nude,0.49
traffic light,0.49
depicting,0.49
plastic,0.49
neurosurgery,0.49
cryptography,0.49
kilometer,0.49
insists,0.49
thresh,0.49
thriller,0.49
mental,0.49
ninth,0.49
inwards,0.49
hydrographic,0.49
vowel,0.49
seal,0.49
untouchable,0.49
calcareous,0.49
mercurial,0.49
pulsar,0.49
powwow,0.49
extension,0.49
alkali,0.49
imminent,0.49
second,0.49
deduce,0.49
vacuole,0.49
taoism,0.49
numerator,0.49
fare,0.49
ruddy,0.49
tool,0.49
superimposed,0.49
arty,0.49
radiologist,0.49
liturgy,0.49
calculate,0.49
diesel,0.49
cucumber,0.49
halo,0.49
bold,0.49
till,0.49
rib,0.49
passageway,0.49
tablespoon,0.49
coo,0.49
indelible,0.49
hum,0.49
cut,0.49
menial,0.49
buildup,0.49
sandal,0.49
vinaigrette,0.49
nickname,0.49
vert,0.49
paragon,0.49
ebony,0.49
area,0.49
leftover,0.49
helmsman,0.49
catching,0.49
canning,0.49
drugstore,0.49
monitor,0.49
boxer,0.49
strobe,0.49
quirk,0.49
flatbed,0.49
bracket,0.49
flannel,0.49
pubes,0.49
terms,0.49
cipher,0.49
ramp,0.49
psychics,0.49
nightstand,0.49
contending,0.49
morsel,0.49
electoral,0.49
coon,0.49
codfish,0.49
tattoo,0.49
encode,0.49
localized,0.49
byte,0.49
conditioned,0.49
wagon,0.49
yielding,0.49
zoom,0.49
consignment,0.49
negotiation,0.49
disclose,0.49
moorland,0.49
innate,0.49
geometry,0.49
gamut,0.49
parliamentary,0.49
chameleon,0.49
stint,0.49
leaflet,0.49
roe,0.49
